,Место отбора проб,"Сод. Cl соед., мг/дм3",Дата
612,АСН 1-6,42.4,2022-02-22 22:00:00
614,КСУ СУТ,23.9,2022-02-22 23:00:00
615,АСН-4,36.8,2022-02-23 00:10:00
616,КСУ-БЕН-3,106.6,2022-02-23 04:00:00
617,БМ,953.3,2022-02-23 06:00:00
618,АСН-1,44.3,2022-02-23 07:10:00
619,КСУ-БЕН-2,71.5,2022-02-23 10:00:00
620,АСН-2,61.8,2022-02-23 14:10:00
621,КСУ-БЕН-1,68.8,2022-02-23 16:00:00
623,КСУ-БЕН-1,62.7,2022-02-23 22:00:00
625,АСН-1,12.7,2022-02-23 23:20:00
626,КСУ СУТ,50.2,2022-02-23 23:00:00
627,АСН-1,12.7,2022-02-24 23:20:00
628,,73.7,2022-02-24 04:00:00
629,БМ,1192,2022-02-24 06:00:00
630,АСН-2,25.7,2022-02-24 08:15:00
631,КСУ-БЕН-9,48,2022-02-24 10:00:00
632,АСН-2,42.5,2022-02-24 14:20:00
633,КСУ-БЕН-8,84.8,2022-02-24 16:00:00
635,КСУ-БЕН-7,82.4,2022-02-24 22:00:00
637,КСУ СУТ,29.4,2022-02-24 23:00:00
638,АСН-1,32.3,2022-02-25 01:00:00
639,КСУ-БЕН-7,84.9,2022-02-25 04:00:00
640,БМ,935.7,2022-02-25 06:00:00
641,АСН-2,30.6,2022-02-25 08:30:00
642,КСУ-БЕН-6,45.4,2022-02-25 10:00:00
643,АСН-2,28.4,2022-02-25 14:00:00
644,КСУ-БЕН-5,60.8,2022-02-25 16:00:00
646,КСУ БЕН-5,98.7,2022-02-25 22:00:00
648,КСУ СУТ,33.3,2022-02-25 23:00:00
649,АСН-2,33.7,2022-02-26 00:30:00
650,КСУ БЕН-3,92.3,2022-02-26 04:00:00
651,БМ,1356.8,2022-02-26 06:00:00
652,АСН-2,33.5,2022-02-26 09:10:00
653,КСУ БЕН-2,90.7,2022-02-26 10:00:00
654,АСН-1,54.2,2022-02-26 14:15:00
655,КСУ БЕН-1,97.5,2022-02-26 16:00:00
657,КСУ БЕН-9,48.3,2022-02-26 22:00:00
659,КСУ СУТ,41.4,2022-02-26 23:00:00
660,АСН-1,22.3,2022-02-27 00:45:00
661,КСУ БЕН-9,60,2022-02-27 04:00:00
662,БМ,868.3,2022-02-27 06:00:00
663,АСН-2,26,2022-02-27 08:10:00
664,КСУ БЕН-7,62.3,2022-02-27 10:00:00
665,АСН-1,24.3,2022-02-27 14:20:00
666,КСУ БЕН-7,70.4,2022-02-27 16:00:00
667,АСЕ 1-6,19.8,2022-02-27 21:45:00
668,КСУ БЕН-6,53,2022-02-27 22:00:00
670,КСУ СУТ,32.2,2022-02-27 23:00:00
671,АСН-2,29.1,2022-02-28 00:55:00
672,КСУ БЕН-5,65.1,2022-02-28 04:00:00
673,БМ,878.5,2022-02-28 06:00:00
674,АСН-2,31,2022-02-28 08:45:00
675,КСУ БЕН-3,62.5,2022-02-28 10:00:00
676,АСН-1,21.6,2022-02-28 14:20:00
677,КСУ БЕН-5,61.1,2022-02-28 16:00:00
679,АСН 1-6,43.5,2022-02-28 22:00:00
680,КСУ СУТ,35,2022-02-28 23:00:00
681,АСН-2,24.8,2022-03-01 00:15:00
682,КСУ БЕН-2,76.8,2022-03-01 04:00:00
683,БМ,1813.9,2022-03-01 06:00:00
684,АСН-1,15,2022-03-01 08:10:00
685,КСУ БЕН-2,49.5,2022-03-01 10:00:00
686,АСН-2,11,2022-03-01 14:15:00
687,КСУ БЕН-1,71.6,2022-03-01 16:00:00
689,КСУ БЕН-9,111,2022-03-01 22:00:00
691,КСУ СУТ,40.1,2022-03-01 23:00:00
692,АСН-2,34.3,2022-03-02 00:15:00
693,КСУ БЕН-8,75.2,2022-03-02 04:00:00
694,БМ,846.7,2022-03-02 06:00:00
695,АСН-2,34.3,2022-03-02 06:30:00
696,КСУ БЕН-7,87.2,2022-03-02 10:00:00
697,АСН-2,30.5,2022-03-02 14:10:00
698,КСУ БЕН-8,65.8,2022-03-02 16:00:00
700,АСН-1-6,30.8,2022-03-02 22:00:00
702,КСУ СУТ,43.4,2022-03-02 23:00:00
703,АСН-1,28.9,2022-03-03 00:15:00
704,КСУ БЕН-7,111.7,2022-03-03 04:00:00
705,БМ,913.3,2022-03-03 06:00:00
706,АСН-1,36.8,2022-03-03 08:20:00
707,КСУ БЕН-6,100.4,2022-03-03 10:00:00
708,АСН-2,32.2,2022-03-03 14:10:00
709,КСУ БЕН-6,87.1,2022-03-03 16:00:00
711,АСН 1-6,59.4,2022-03-03 22:00:00
713,КСУ СУТ,35.1,2022-03-03 23:00:00
714,АСН-1,41.4,2022-03-04 00:10:00
715,БМ,Сероводород,2022-03-04 02:00:00
716,КСУ-БЕН-3,79.3,2022-03-04 04:00:00
717,БМ,1307.9,2022-03-04 06:00:00
718,АСН-2,59,2022-03-04 06:25:00
719,КСУ-БЕН-1,73.6,2022-03-04 10:00:00
720,АСН-2,30.8,2022-03-04 14:15:00
721,КСУ-БЕН-9,79.9,2022-03-04 16:00:00
723,АСН 1-6,38.2,2022-03-04 22:00:00
726,КСУ СУТ,30.4,2022-03-04 23:00:00
727,КСУ-БЕН-8,105.6,2022-03-05 04:00:00
728,БМ,1615.8,2022-03-05 06:00:00
729,АСН-2,45.3,2022-03-05 08:20:00
730,КСУ-БЕН-7,100.9,2022-03-05 10:00:00
731,АСН-1,43.1,2022-03-05 14:50:00
732,КСУ-БЕН-6,96,2022-03-05 16:00:00
734,АСН 1-6,64.8,2022-03-05 22:00:00
736,КСУ СУТ,91,2022-03-05 23:00:00
737,КСУ-БЕН-9,68.7,2022-03-06 04:00:00
738,БМ,1247.7,2022-03-06 06:00:00
739,КСУ БЕН-3,65.5,2022-03-06 10:00:00
740,АСН-2,24.9,2022-03-06 13:30:00
741,КСУ БЕН-7,71,2022-03-06 16:00:00
743,АСН 1-6,67.2,2022-03-06 22:00:00
745,КСУ СУТ,                                                                                                                                                      ,2022-03-06 23:00:00
746,АСН 1,64.8,2022-03-07 00:25:00
747,КСУ-БЕН-6,155.2,2022-03-07 04:00:00
748,БМ,1399.5,2022-03-07 06:00:00
749,АСН 2,54.1,2022-03-07 08:15:00
750,КСУ-БЕН-5,106.4,2022-03-07 10:00:00
751,АСН 2,49,2022-03-07 14:20:00
752,КСУ-БЕН-5,102.1,2022-03-07 16:00:00
754,АСН 1-6,46.5,2022-03-07 22:00:00
756,КСУ СУТ,28.8,2022-03-07 23:00:00
757,АСН 1,33.5,2022-03-08 00:10:00
758,КСУ-БЕН-2,111.1,2022-03-08 04:00:00
759,БМ,1269.5,2022-03-08 06:00:00
760,АСН 1-2,62.3,2022-03-08 06:40:00
761,КСУ-БЕН-2,94,2022-03-08 10:00:00
762,КСУ-БЕН-9,93.7,2022-03-08 16:00:00
764,АСН-1-6,57.9,2022-03-08 22:00:00
766,КСУ СУТ,49,2022-03-08 23:00:00
767,АСН-2,40.9,2022-03-09 00:05:00
768,КСУ-БЕН-9,96.9,2022-03-09 04:00:00
769,БМ,1243.9,2022-03-09 06:00:00
770,АСН-1,44.7,2022-03-09 08:10:00
771,КСУ-БЕН7,96.1,2022-03-09 10:00:00
772,АСН-2,34.2,2022-03-09 14:10:00
773,КСУ-БЕН7,116.7,2022-03-09 16:00:00
776,АСН-1-6,41.7,2022-03-09 22:00:00
777,АСН-2,31.7,2022-03-10 03:15:00
778,КСУ БЕН-6,83.3,2022-03-10 04:00:00
779,БМ,1878.8,2022-03-10 06:00:00
780,АСН-1,29.8,2022-03-10 07:25:00
781,КСУ БЕН-5,96.7,2022-03-10 10:00:00
782,КСУ БЕН-3,97,2022-03-10 16:00:00
785,АСН-1-6,66.2,2022-03-10 22:00:00
786,АСН-2,44.5,2022-03-11 00:05:00
787,КСУ БЕН-2,97.1,2022-03-11 04:00:00
788,БМ,891.3,2022-03-11 06:00:00
789,АСН-3,34,2022-03-11 09:10:00
790,КСУ БЕН-1,92.3,2022-03-11 10:00:00
791,КСУ БЕН-9,108.2,2022-03-11 16:00:00
792,АСН-1,32.5,2022-03-11 16:10:00
795,АСН-1-6,32.8,2022-03-11 22:00:00
796,АСН-1,41.3,2022-03-12 00:15:00
797,КСУ БЕН-8,71.2,2022-03-12 04:00:00
798,БМ,981,2022-03-12 06:00:00
799,АСН-2,42.5,2022-03-12 07:10:00
800,КСУ БЕН-6,75.4,2022-03-12 10:00:00
801,КСУ-БЕН-5,135.9,2022-03-12 16:00:00
802,КСУ-БЕН-7,92.7,2022-03-12 17:00:00
805,АСН-1-6,51.3,2022-03-12 22:00:00
806,АСН-2,47.9,2022-03-13 00:25:00
807,КСУ БЕН-3,66,2022-03-13 04:00:00
808,БМ,809,2022-03-13 06:00:00
809,АСН-1,40.4,2022-03-13 08:20:00
810,КСУ БЕН-3,55.3,2022-03-13 10:00:00
811,АСН-2,42,2022-03-13 14:50:00
812,КСУ БЕН-3,83.9,2022-03-13 16:00:00
815,АСН-1-6,50.8,2022-03-13 22:00:00
816,АСН-2,36.1,2022-03-14 00:15:00
817,КСУ БЕН-2,60.8,2022-03-14 04:00:00
818,БМ,1040.5,2022-03-14 06:00:00
819,АСН-2,47.8,2022-03-14 06:30:00
820,КСУ БЕН-1,86.3,2022-03-14 10:00:00
821,АСН-1,53.7,2022-03-14 15:11:00
822,КСУ БЕН-9,79.7,2022-03-14 16:00:00
823,КСУ БЕН-6,68.2,2022-03-14 20:00:00
826,АСН-1-6,30.8,2022-03-14 22:00:00
827,АСН-2,24.5,2022-03-15 00:05:00
828,КСУ БЕН-8,95.1,2022-03-15 04:00:00
829,БМ,893.6,2022-03-15 06:00:00
830,АСН-2,48.4,2022-03-15 08:10:00
831,КСУ БЕН-7,93,2022-03-15 10:00:00
832,АСН-1,54.3,2022-03-15 14:45:00
833,КСУ БЕН-7,128.3,2022-03-15 16:00:00
836,АСН-1-6,45.7,2022-03-15 22:00:00
837,АСН-1,38.6,2022-03-16 00:01:00
838,КСУ БЕН-6,82.6,2022-03-16 04:00:00
839,БМ,1343.8,2022-03-16 06:00:00
840,АСН-2,41.5,2022-03-16 07:10:00
841,КСУ-БЕН8,89.2,2022-03-16 10:00:00
842,АСН-1,49.8,2022-03-16 14:30:00
843,КСУ БЕН-1,132.6,2022-03-16 16:00:00
846,АСН-1-6,43.1,2022-03-16 22:00:00
847,КСУ БЕН-3,95.2,2022-03-17 04:00:00
848,БМ,1030.1,2022-03-17 06:00:00
849,АСН-1,78.6,2022-03-17 07:55:00
850,КСУ БЕН-2,135.8,2022-03-17 10:00:00
851,АСН-2,48.3,2022-03-17 14:10:00
852,КСУ БЕН-2,107.2,2022-03-17 16:00:00
855,АСН-1-6,60.9,2022-03-17 22:00:00
857,КС У БЕН-1,78.3,2022-03-18 04:00:00
858,БМ,1089.2,2022-03-18 06:00:00
859,АСН-1,34.5,2022-03-18 08:20:00
860,КС У БЕН-9,106.2,2022-03-18 10:00:00
861,АСН-4,24.1,2022-03-18 14:40:00
862,КСУ БЕН-9,112.3,2022-03-18 16:00:00
865,АСН-1,27.2,2022-03-18 00:05:00
866,АСН-1-6,37.4,2022-03-18 22:00:00
867,АСН-1,27.2,2022-03-19 00:05:00
868,КСУ БЕН-9,85.8,2022-03-19 04:00:00
869,БМ,1189.4,2022-03-19 06:00:00
870,АСН-2,65.3,2022-03-19 08:15:00
871,КСУ БЕН-8,99.2,2022-03-19 10:00:00
872,АСН-2,47,2022-03-19 14:10:00
873,КСУ БЕН-7,117.8,2022-03-19 16:00:00
876,АСН-1-6,33.3,2022-03-19 22:00:00
877,АСН-1,27.3,2022-03-20 00:10:00
878,КСУ БЕН-7,88.6,2022-03-20 04:00:00
879,БМ,990.8,2022-03-20 06:00:00
880,АСН-1,53.7,2022-03-20 08:10:00
881,КСУ БЕН-7,125.3,2022-03-20 10:00:00
882,АСН-2,49.4,2022-03-20 14:40:00
883,КСУ БЕН-6,118,2022-03-20 16:00:00
886,АСН-1-6,43.6,2022-03-20 22:00:00
887,АСН-1,37.4,2022-03-21 00:05:00
888,КСУ БЕН-6,87.3,2022-03-21 04:00:00
889,БМ,864.4,2022-03-21 06:00:00
890,АСН-1,40.1,2022-03-21 08:10:00
891,КСУ-БЕН3,98.9,2022-03-21 10:00:00
892,КСУ-БЕН3,113.6,2022-03-21 16:00:00
895,АСН-1-6,55.3,2022-03-21 22:00:00
896,АСН-1,45.6,2022-03-22 00:05:00
897,КСУ БЕН-1,58.6,2022-03-22 04:00:00
898,БМ,988.8,2022-03-22 06:00:00
899,АСН-1,35.5,2022-03-22 08:10:00
900,КСУ-БЕН9,101.7,2022-03-22 10:00:00
901,АСН-2,59.1,2022-03-22 14:30:00
902,КСУ-БЕН8,153,2022-03-22 16:00:00
903,КСУ БЕН-5,109,2022-03-22 20:00:00
905,АСН-1-6,41.7,2022-03-22 22:00:00
906,КСУ БЕН-3,77.7,2022-03-23 00:00:00
907,АСН-2,41.5,2022-03-23 02:05:00
908,КСУ БЕН-9,110,2022-03-23 04:00:00
909,БМ,1616.5,2022-03-23 06:00:00
910,АСН-2,44,2022-03-23 08:50:00
911,КСУ-БЕН8,93.4,2022-03-23 10:00:00
912,АСН-2,54.9,2022-03-23 14:45:00
913,КСУ-БЕН-8,133.4,2022-03-23 16:00:00
914,БМ,1475.8,2022-03-23 18:00:00
917,АСН-1-6,53.1,2022-03-23 22:00:00
918,КСУ-БЕН-7,145.3,2022-03-24 04:00:00
919,АСН-2,74.8,2022-03-24 04:30:00
920,КСУ-БЕН-8,102.9,2022-03-24 05:00:00
921,БМ,1202.5,2022-03-24 06:00:00
922,КСУ-БЕН-7,150.2,2022-03-24 10:00:00
923,АСН-1,86.3,2022-03-24 10:10:00
924,АСН-2,64.5,2022-03-24 12:50:00
925,КСУ-БЕН-3,110.2,2022-03-24 14:00:00
926,КСУ-БЕН-6,100.8,2022-03-24 16:00:00
929,АСН-1-6,44.5,2022-03-24 22:00:00
930,КСУ-БЕН-3,103.8,2022-03-25 04:00:00
931,БМ,1011.9,2022-03-25 06:00:00
932,АСН-1,57.2,2022-03-25 08:10:00
933,КСУ-БЕН-2,81.1,2022-03-25 10:00:00
934,АСН-2,63.6,2022-03-25 14:25:00
935,КСУ-БЕН-1,110.8,2022-03-25 16:00:00
938,АСН-1-6,65.7,2022-03-25 22:00:00
939,АСН-2,41.4,2022-03-26 00:45:00
940,КСУ-БЕН-8,85.3,2022-03-26 04:00:00
941,БМ,895.9,2022-03-26 06:00:00
942,АСН-2,12.8,2022-03-26 08:10:00
943,КСУ-БЕН-7,39.4,2022-03-26 10:00:00
944,АСН-1,7.1,2022-03-26 14:15:00
945,КСУ БЕН-6,46.9,2022-03-26 16:00:00
948,АСН-1-6,70.4,2022-03-26 22:00:00
949,АСН-2,43.3,2022-03-27 00:20:00
950,КСУ-БЕН-3,80,2022-03-27 04:00:00
951,БМ,1007.2,2022-03-27 06:00:00
952,АСН-1,54.4,2022-03-27 08:45:00
953,КСУ-БЕН-2,69.1,2022-03-27 10:00:00
954,АСН-1,55.5,2022-03-27 14:50:00
955,КСУ-БЕН-1,113.5,2022-03-27 16:00:00
958,АСН-1-6,56.9,2022-03-27 22:00:00
959,КСУ БЕН-8,110.3,2022-03-28 04:00:00
960,БМ,1543.5,2022-03-28 06:00:00
961,АСН-1,64.3,2022-03-28 08:10:00
962,КСУ БЕН-6,107.8,2022-03-28 10:00:00
963,АСН-2,52.7,2022-03-28 14:30:00
964,КСУ БЕН-5,175.9,2022-03-28 16:00:00
965,БМ,1019.1,2022-03-28 17:00:00
968,АСН-1-6,76.9,2022-03-28 22:00:00
969,КСУ БЕН-3,103.6,2022-03-29 04:00:00
970,БМ,1602.3,2022-03-29 06:00:00
971,АСН-2,56.6,2022-03-29 08:10:00
972,КСУ БЕН-2,80.2,2022-03-29 10:00:00
973,АСН-1,47.4,2022-03-29 14:10:00
974,КСУ БЕН-1,113.4,2022-03-29 16:00:00
977,АСН-1-6,37.5,2022-03-29 22:00:00
978,КСУ БЕН-8,124.5,2022-03-30 04:00:00
979,БМ,1762.5,2022-03-30 06:00:00
980,АСН-1,40.9,2022-03-30 08:10:00
981,КСУ БЕН-6,79.9,2022-03-30 10:00:00
982,АСН-2,31.3,2022-03-30 14:10:00
983,КСУ БЕН-5,65.1,2022-03-30 16:00:00
986,АСН-1-6,30,2022-03-30 22:00:00
987,КСУ БЕН-3,68.1,2022-03-31 04:00:00
988,БМ,686.9,2022-03-31 06:00:00
989,АСН-2,34.4,2022-03-31 08:05:00
990,КСУ БЕН-5,62.4,2022-03-31 10:00:00
991,КСУ БЕН-3,75.7,2022-03-31 16:00:00
993,АСН-1-6,49.9,2022-03-31 22:00:00
994,КСУ БЕН-2,59.9,2022-04-01 04:00:00
995,БМ,767.4,2022-04-01 06:00:00
996,АСН-1,28.3,2022-04-01 08:10:00
997,КСУ БЕН-1,68.5,2022-04-01 10:00:00
998,АСН-2,36.6,2022-04-01 14:20:00
999,КСУ БЕН-3,88.8,2022-04-01 16:00:00
1002,АСН-1-6,30.2,2022-04-01 22:00:00
1003,КСУ БЕН-5,72,2022-04-02 04:00:00
1004,БМ,824.5,2022-04-02 06:00:00
1005,АСН-2,32.8,2022-04-02 08:10:00
1006,КСУ БЕН-3,52.4,2022-04-02 10:00:00
1007,АСН-1,31.7,2022-04-02 14:35:00
1008,КСУ БЕН-2,91.3,2022-04-02 16:00:00
1011,АСН-1-6,27.4,2022-04-02 22:00:00
1012,КСУ БЕН-9,77.1,2022-04-03 04:00:00
1013,БМ,806.2,2022-04-03 06:00:00
1014,АСН-2,29.1,2022-04-03 08:10:00
1015,КСУ БЕН-8,60.6,2022-04-03 10:00:00
1016,АСН-1,23.1,2022-04-03 14:20:00
1017,КСУ БЕН-7,81.1,2022-04-03 16:00:00
1020,АСН-1-6,25.8,2022-04-03 22:00:00
1021,КСУ БЕН-3,74.1,2022-04-04 04:00:00
1022,БМ,827,2022-04-04 06:00:00
1023,АСН-1,28.4,2022-04-04 08:05:00
1024,КСУ БЕН-3,75,2022-04-04 10:00:00
1025,АСН-1,30.3,2022-04-04 14:15:00
1026,КСУ БЕН-2,54.7,2022-04-04 16:00:00
1029,АСН-1-6,29.4,2022-04-04 22:00:00
1030,КСУ БЕН-9,70,2022-04-05 04:00:00
1031,БМ,1384.1,2022-04-05 06:00:00
1032,АСН-1,30.5,2022-04-05 07:30:00
1033,КСУ БЕН-5,76,2022-04-05 10:00:00
1034,АСН-1,23.2,2022-04-05 14:20:00
1035,КСУ БЕН-5,82.7,2022-04-05 16:00:00
1038,АСН-1-6,22.6,2022-04-05 22:00:00
1039,КСУ БЕН-2,67.9,2022-04-06 04:00:00
1040,БМ,712.8,2022-04-06 06:00:00
1041,АСН-1,28.5,2022-04-06 07:45:00
1042,КСУ БЕН-2,67.5,2022-04-06 10:00:00
1043,АСН-1,22.7,2022-04-06 14:10:00
1044,КСУ БЕН-1,66.2,2022-04-06 16:00:00
1047,АСН-1-6,22.5,2022-04-06 22:00:00
1048,КСУ БЕН-8,63.6,2022-04-07 04:00:00
1049,БМ,1333.8,2022-04-07 06:00:00
1050,АСН-1,30.2,2022-04-07 07:00:00
1051,КСУ БЕН-4,57.5,2022-04-07 10:00:00
1052,АСН-2,16.6,2022-04-07 14:11:00
1053,КСУ БЕН-2,76.7,2022-04-07 16:00:00
1056,АСН-1-6,25.5,2022-04-07 22:00:00
1057,КСУ БЕН-6,115.3,2022-04-08 04:00:00
1058,БМ,867.7,2022-04-08 06:00:00
1059,АСН-2,27.2,2022-04-08 08:35:00
1060,КСУ БЕН-5,69.1,2022-04-08 10:00:00
1061,АСН-1,22.4,2022-04-08 14:15:00
1062,КСУ БЕН-5,102.8,2022-04-08 16:00:00
1063,БМ,419.5,2022-04-08 16:30:00
1066,АСН-2 ,22.6,2022-04-08 22:20:00
1067,АСН 1-6,22.2,2022-04-08 22:00:00
1068,КСУ БЕН-3 ,101.6,2022-04-09 04:00:00
1069,БМ,994.7,2022-04-09 06:00:00
1070,АСН-1,27.1,2022-04-09 08:05:00
1071,КСУ БЕН-5,67.9,2022-04-09 10:00:00
